text,likes,published_at,clean_text
"Samsung terlalu nyaman, aku juga nyaman😂
Alhamdulillah komen ini pake A57. dan ya, sesuai kata bang David, harus dapet harga murah biar worth it. Dapet varian 12/256 dapet di harga 7.5, mayan ya😂",0,2026-04-12T01:33:46Z,samsung terlalu nyaman aku nyaman alhamdulillah komen pake a57 sesuai kata bang david dapet harga murah biar worth it dapet varian 12256 dapet harga 75 mayan
kapan review camon 50 series vang,0,2026-04-12T01:21:00Z,kapan review camon 50 series vang
"masih pake a54, udah mau 3 tahun jalan dan masih nyaman (walopun batrenya jadi agak bocor).. beli sesuai kebutuhan dan kemampuan aja ya gaes..",0,2026-04-12T01:19:04Z,pake a54 udah mau 3 tahun jalan nyaman walopun batrenya jadi bocor beli sesuai kebutuhan kemampuan aja gaes
Nonton pKe A52S 5G 😂😂,0,2026-04-12T01:16:19Z,nonton pke a52s 5g
review kingfinix gt 50 pro bg dapit😁,0,2026-04-12T01:15:55Z,review kingfinix gt 50 pro bg dapit
Segono mending s25 fe,0,2026-04-12T01:06:44Z,segono mending s25 fe
"tetep ada yang beli, termasuk saya",0,2026-04-12T01:06:35Z,tetep beli termasuk
Samsung masalahnya di colokan. Katanya tahan air... giliran hp gw yg gk pernah kecelup air ada notifikasi usb basah. Gk jls banget,0,2026-04-12T00:55:15Z,samsung masalahnya colokan katanya tahan air giliran hp gw yg gk pernah kecelup air notifikasi usb basah gk jls banget
"Gue pengguna samsung a33 semalam baru beli a57 dan Brasa bgt Bedanya. Kebetulan gw beli di samsung storenya langsung utk 8/256 dapet harga 7,599k cash back 500k & harus belanjakan produk. Hp A57 + Galaxy Fit Jadi gue bayar 7,7 Lebihan lah. Klo penggunan a55 a56 ke a57 mah gak brasa upgrade nya. Tpi klo sblmnya pengguna seri di bawahnya ya worth it bgt lah..",0,2026-04-12T00:40:30Z,gue pengguna samsung a33 semalam baru beli a57 brasa bgt bedanya kebetulan gw beli samsung storenya langsung utk 8256 dapet harga 7599k cash back 500k belanjakan produk hp a57 galaxy fit jadi gue bayar 77 lebihan lah klo penggunan a55 a56 a57 mah gak brasa upgrade nya tpi klo sblmnya pengguna seri bawahnya worth it bgt lah
A51 hadir,0,2026-04-12T00:36:43Z,a51 hadir
"Sebagai user samsung A series dari A5 2015, A5 2017, A50 dan sekarang A55 entah mengapa jadi pengen nyobain brand² lain kaya vivo/oppo 😄",0,2026-04-12T00:33:11Z,user samsung a series a5 2015 a5 2017 a50 sekarang a55 entah jadi pengen nyobain brand kaya vivooppo
Msh pke a51 sma a32 haha,0,2026-04-12T00:16:45Z,msh pke a51 sma a32 haha
"kami yg nonton pakai S25FE mengucapkan:
fufufufufu 😌😌😌😌",0,2026-04-12T00:07:54Z,yg nonton pakai s25fe mengucapkan fufufufufu
User a52s nyimak aje,0,2026-04-11T23:58:36Z,user a52s nyimak aje
Better dripada oddo Reno 15f si ini walau sesama over price😂😂 udh bener harga sgtu ambil Poco/honor/ iqoo,0,2026-04-11T23:42:00Z,better dripada oddo reno 15f si sesama over price udh bener harga sgtu ambil pocohonor iqoo
"Assalamualaikum,bang itu hape yg dah buka segel di jual2 gak bang?",0,2026-04-11T23:41:26Z,assalamualaikumbang hape yg dah buka segel jual2 gak bang
Kenapa Samsung yang seri A 70 sampai A73 saja?,0,2026-04-11T23:32:16Z,samsung seri a 70 a73
"Masi pake A50, udah 7 aja",0,2026-04-11T23:28:14Z,masi pake a50 udah 7 aja
"Jadi kangen samsung 4,9jt kemaren😢",1,2026-04-11T23:12:29Z,jadi kangen samsung 49jt kemaren
Masi setia ma samsung A13😂😂😂 emg  senyaman itu punya Ip tpi g pernah q pake cuma buat tiktokan doank..klo samsung kek udah jdi separuh jiwaku😂😂😂,0,2026-04-11T22:55:51Z,masi setia ma samsung a13 emg senyaman punya ip tpi g pernah q pake cuma buat tiktokan doankklo samsung kek udah jdi separuh jiwaku
infinix gt 50 pro bg udah ad tu bcoran di myanmar,0,2026-04-11T22:52:43Z,infinix gt 50 pro bg udah ad tu bcoran myanmar
Stop bang stop 🤪,0,2026-04-11T22:45:33Z,stop bang stop
"Masih A52s sejak Januari 2022 dan sepertinya masih bisa dipake sampe 2 tahun ke depan, hehe 😅",1,2026-04-11T22:33:50Z,a52s sejak januari 2022 sepertinya dipake sampe 2 tahun depan hehe
Nonton di samsung A54,0,2026-04-11T22:28:40Z,nonton samsung a54
Gua ngak suka pakai Samsung ini hp sekarang Infinix saya kasih ke mamaku Samsung a07 karena dia bisa di hack om.saya tau tentang elektronik tentang per hack hack kan makanya saya kasi ke mamaku Samsung a07,1,2026-04-11T22:15:51Z,gua ngak suka pakai samsung hp sekarang infinix kasih mamaku samsung a07 hack omsaya tau elektronik per hack hack kan makanya kasi mamaku samsung a07
KA Samsung galaxy 26 dong,0,2026-04-11T21:53:32Z,ka samsung galaxy 26 dong
Ditabung aja belikan tanah kavling atau sawah buat investasi hidup,2,2026-04-11T21:18:58Z,ditabung aja belikan tanah kavling sawah buat investasi hidup
"malah lebih mahal kartu pokemon (Rp.30.000.000) dari pada harga hp samsung nya
 wkwkwk",1,2026-04-11T21:05:16Z,malah lebih mahal kartu pokemon rp30000000 harga hp samsung nya wkwkwk
"7 JUTA 8/256? DI TAHUN 2026? HAHAHAHAHAH
BATERAI MASIH 5000 MAH? AHHAHAHHAHAHHA

Makan tu si paling samsung. Budget segitu kok maksa",0,2026-04-11T20:46:38Z,7 juta 8256 tahun 2026 hahahahahah baterai 5000 mah ahhahahhahahha makan tu si paling samsung budget segitu kok maksa
nonton pake samsung A8,0,2026-04-11T20:23:21Z,nonton pake samsung a8
itu kamera gitu2 mulu modelnya,0,2026-04-11T19:35:53Z,kamera gitu2 mulu modelnya
"David, Coba Review Samsung A55 A56 A57 Diantara Ketiga Selisih Berapa %",0,2026-04-11T19:20:44Z,david coba review samsung a55 a56 a57 diantara ketiga selisih berapa
"Saya terakhir pakai produk Samsung ditahun 2018 yaitu A8
Knp saya berpaling k brand lain? Karena saya mengutamakan kinerja, menurut saya Samsung terlalu over Price mungkin faktor salahsatu nya karena update OS nya yg harus bayar pajak lebih k pihak Google.",2,2026-04-11T19:15:39Z,terakhir pakai produk samsung ditahun 2018 a8 knp berpaling k brand mengutamakan kinerja samsung terlalu over price mungkin faktor salahsatu nya update os nya yg bayar pajak lebih k pihak google
Bang apa ada jual juga di toko oren?,0,2026-04-11T18:21:31Z,bang apa jual toko oren
Samsung tertinggal bateri masih lagi 5000mah brand lain sudah 6500-9000mah,0,2026-04-11T18:19:03Z,samsung tertinggal bateri 5000mah brand 65009000mah
"Mending iqoo 15R aja sih, antutu 3jt, menang brand doang",0,2026-04-11T17:34:45Z,mending iqoo 15r aja sih antutu 3jt menang brand doang
A55🫱🏻‍🫲🏼,0,2026-04-11T17:26:14Z,a55
aku yg nonton pake samsung glxy A50 😂,0,2026-04-11T17:24:02Z,aku yg nonton pake samsung glxy a50
"Beda 1 lubang di bawah, bikin dari ip 67 jadi ip 68? HAHAHAHAHA",0,2026-04-11T17:23:41Z,beda 1 lubang bawah bikin ip 67 jadi ip 68 hahahahaha
"Dan aneh nya , pasti laris #1 ga tergantikan. Aneh emg samsung 😅",0,2026-04-11T17:12:33Z,aneh nya laris 1 ga tergantikan aneh emg samsung
Kebanting sama Poco wkwk,0,2026-04-11T17:10:44Z,kebanting sama poco wkwk
Seri a kameranya gada peningkatan dengan jiter nya,0,2026-04-11T16:50:35Z,seri a kameranya gada peningkatan jiter nya
Udah terlalu jatuh cinta sama samsung dari jaman samsung galaxy young 🔥🔥🔥,0,2026-04-11T16:38:23Z,udah terlalu jatuh cinta sama samsung jaman samsung galaxy young
Hp midrange harga ga ngotak 😂,0,2026-04-11T16:36:34Z,hp midrange harga ga ngotak
"Hp Tecno camon 50 pro kapan bang? Lagi bingung antara mau poco x8 pro max atau tecno camon 50 pro bang, review Tecno camon 50 pro dong bang🙏",0,2026-04-11T16:23:35Z,hp tecno camon 50 pro kapan bang bingung mau poco x8 pro max tecno camon 50 pro bang review tecno camon 50 pro dong bang
Apa tu yg spesial dan GK ada lawan sampe wangi pula🙇🤔,0,2026-04-11T16:20:31Z,apa tu yg spesial gk lawan sampe wangi
Piro bg😅,0,2026-04-11T16:17:44Z,piro bg
"Emang rada bosen liat Samsung sekarang bg
Kali ini kayaknya mau hijrah ke motorola bg.
Nungguin hp terbarunya motorola nanti masuk",0,2026-04-11T16:12:18Z,emang rada bosen liat samsung sekarang bg kali kayaknya mau hijrah motorola bg nungguin hp terbarunya motorola masuk
Nunggu A60 hadir baru beli sekalian ganti setelah A54 habis masa updatenya 🤣,0,2026-04-11T16:05:06Z,nunggu a60 hadir baru beli sekalian ganti a54 habis masa updatenya
Alhamdulilah kesampaian s24fe 8/512 🎉,0,2026-04-11T16:02:37Z,alhamdulilah kesampaian s24fe 8512
"Buat yang nanya, aku pakai yang ini dan cocok banget”",0,2026-04-11T16:00:17Z,buat nanya aku pakai cocok banget
"Kalau dibanding versi sebelumnya, upgrade paling kerasa justru di bagian ini, bukan yang disebut di video.”",0,2026-04-11T15:58:27Z,kalau dibanding versi sebelumnya upgrade paling kerasa justru bagian bukan disebut video
Tamparan buat samsung ni riview,0,2026-04-11T15:51:29Z,tamparan buat samsung ni riview
Gara gara nonton video ini upgrade hp dari samsung a52s ke a56 aja soalnya beda tipis sama a57... awalnya mau ambil a57 tapi lebih worth it a56 kayaknya,1,2026-04-11T15:49:25Z,gara gara nonton video upgrade hp samsung a52s a56 aja soalnya beda tipis sama a57 awalnya mau ambil a57 lebih worth it a56 kayaknya
"Dari samsung a56 kalau dulu internal 512 gb dan ram 12 gb auto beli , samsung pelit ke internal sih . Mank ny ku pilih hp poco",1,2026-04-11T15:49:20Z,samsung a56 kalau dulu internal 512 gb ram 12 gb auto beli samsung pelit internal sih mank ny ku pilih hp poco
"Setuju, biar bangun lagi ngegas lg kaya dulu",0,2026-04-11T15:43:34Z,setuju biar bangun ngegas lg kaya dulu
"Bang David, coba review hp gw, Vivo y1s dan untuk tahun 2021 sebagus apa",0,2026-04-11T15:32:10Z,bang david coba review hp gw vivo y1s tahun 2021 sebagus apa
"Mending a55 sekaligus s25FE, aq dari A54 update ke a56 Sampek ke a57 bedanya  hanya cover body aja isinya sama😂 apa gunanya pabrik buat baru kalo charger batrei camera blm di update",0,2026-04-11T15:29:26Z,mending a55 sekaligus s25fe aq a54 update a56 sampek a57 bedanya cover body aja isinya sama apa gunanya pabrik buat baru kalo charger batrei camera blm update
Bang hp tecno canon 50 pro 5g bang,0,2026-04-11T15:28:10Z,bang hp tecno canon 50 pro 5g bang
"A56,5 ini 🫠",0,2026-04-11T15:23:05Z,a565
User A26 ❤,0,2026-04-11T15:18:51Z,user a26
"Samsung memang jos, bos kita pecinta samsung malu kalau harus pindah ke opo, vivo, rel me antah apalah namanya,",0,2026-04-11T15:16:59Z,samsung memang jos bos pecinta samsung malu kalau pindah opo vivo rel me antah apalah namanya
Bang dibanding xiaomi 15T pilih mana bang?,0,2026-04-11T15:15:44Z,bang dibanding xiaomi 15t pilih mana bang
"Pesaing Samsung A57 di harga 8 jutaan :
- Vivo V70
- Oppo Reno15
- Xiaomi POCO F8 Pro
- Galaxy S25 FE
- Realme 16 Pro+",1,2026-04-11T15:13:33Z,pesaing samsung a57 harga 8 jutaan vivo v70 oppo reno15 xiaomi poco f8 pro galaxy s25 fe realme 16 pro
kenpa sih ga pernah bahas fitur penangkap signal dari sim card hp samsung,1,2026-04-11T15:04:18Z,kenpa sih ga pernah bahas fitur penangkap signal sim card hp samsung
"Sampe skrg msh pake samsung a52, Alhamdulillah kualitas msh bagus, msh sangat layak di pake",0,2026-04-11T15:02:56Z,sampe skrg msh pake samsung a52 alhamdulillah kualitas msh bagus msh sangat layak pake
Riview honor 500 pro bg,0,2026-04-11T14:54:37Z,riview honor 500 pro bg
Harganya naek dibandingkan A56,0,2026-04-11T14:50:24Z,harganya naek dibandingkan a56
"Kapok, selalu bermasalah LCD",1,2026-04-11T14:50:03Z,kapok selalu bermasalah lcd
lanjut samsung a37 bang terus bandingin sama a57,1,2026-04-11T14:49:20Z,lanjut samsung a37 bang terus bandingin sama a57
nonton karna penasaran sekocak apalagi racikan samsung 🗿,0,2026-04-11T14:44:09Z,nonton karna penasaran sekocak racikan samsung
Nonton dgn realme 7 Pro memori 128 + 256 GB lansiran tahun 2022 September 👈🏼,0,2026-04-11T14:40:13Z,nonton dgn realme 7 pro memori 128 256 gb lansiran tahun 2022 september
"Pake Samsung A34 5G lumayanlah 😁, tadi kebetulan ngebantu ibu ibu pasangin WA di HP barunya katanya dia sengaja milih samsung krn awet dia milih samsung A07",0,2026-04-11T14:40:04Z,pake samsung a34 5g lumayanlah tadi kebetulan ngebantu ibu ibu pasangin wa hp barunya katanya sengaja milih samsung krn awet milih samsung a07
Memorinya kecil gak ada 512,0,2026-04-11T14:38:39Z,memorinya kecil gak 512
"bg mau tanya minta saran mending ambil Vivo X100S Pro atau meizu 22, saya bingung banget ini😅",0,2026-04-11T14:37:29Z,bg mau tanya minta saran mending ambil vivo x100s pro meizu 22 bingung banget
"Bru beli hari ini,keren",0,2026-04-11T14:36:29Z,bru beli hari inikeren
"Tadinya mau naik dari a56 ke a57
Ternyataaaaa ya sama aja 🤣
Udahlah stay di a56 aja kalo gitu",0,2026-04-11T14:35:40Z,tadinya mau naik a56 a57 ternyataaaaa sama aja udahlah stay a56 aja kalo gitu
Ramny brpa dan Romny berapa,0,2026-04-11T14:33:40Z,ramny brpa romny berapa
bang bandingin a57 sama a37 plis,0,2026-04-11T14:29:21Z,bang bandingin a57 sama a37 plis
Nonton samsung A57 pake samsung A54😁,0,2026-04-11T14:27:25Z,nonton samsung a57 pake samsung a54
Ahh bagusan tecno masih 😂😂,0,2026-04-11T14:06:55Z,ahh bagusan tecno
Sumpah harganya diluar dugaan,0,2026-04-11T14:03:13Z,sumpah harganya diluar dugaan
Klo ada tipe Baru mesti mendang mending yang Baru daripada yang hp lama,0,2026-04-11T14:01:37Z,klo tipe baru mesti mendang mending baru hp lama
"Bahas redmi 12 ram 8 koh
Pake main mlbb kok sekarang ngeframe bgt ya

Kalah sama redmi 9 ram 4/64 masih mulus",0,2026-04-11T13:58:00Z,bahas redmi 12 ram 8 koh pake main mlbb kok sekarang ngeframe bgt kalah sama redmi 9 ram 464 mulus
menurutku samsung seri a5 terbaik yg A52s . sayangnya gk keturutan beli haha,0,2026-04-11T13:53:10Z,menurutku samsung seri a5 terbaik yg a52s sayangnya gk keturutan beli haha
Bang info dong nyari hp samsung a55 yg masih baru segel dimana ya adanya 🙏,0,2026-04-11T13:48:47Z,bang info dong nyari hp samsung a55 yg baru segel adanya
Nonton vidio ini pake mbah nya..samsung a5 2017 😂,0,2026-04-11T13:45:13Z,nonton vidio pake mbah nyasamsung a5 2017
Nonton video ini menggunakan samsung A51 😂,0,2026-04-11T13:43:25Z,nonton video menggunakan samsung a51
gua masih pake samsung a52s 5g di taun ini lumayan masih kuat2 aja buat daily sama game,0,2026-04-11T13:36:25Z,gua pake samsung a52s 5g taun lumayan kuat2 aja buat daily sama game
Nonton pakai A56,0,2026-04-11T13:24:52Z,nonton pakai a56
Gue msh pake A55 tahan banting nih hp udah dr 2024 beli😊,0,2026-04-11T13:24:00Z,gue msh pake a55 tahan banting nih hp udah dr 2024 beli
Alhamdulillah baru bisa a56. Sejak dulu angan-angan dari gak kebeli dari a51 sampai a55,0,2026-04-11T13:19:05Z,alhamdulillah baru a56 sejak dulu anganangan gak kebeli a51 a55
"Tanggung, fiturnya aga mepet ke s25fe kynya, mirip s25 ultra ke s26 ultra, akhirnya sy boyong s25 ultra 12/256 d hrga 17jt di samsung x blibli BEC.",0,2026-04-11T13:15:24Z,tanggung fiturnya aga mepet s25fe kynya mirip s25 ultra s26 ultra akhirnya sy boyong s25 ultra 12256 d hrga 17jt samsung x blibli bec
rasido tuku...,0,2026-04-11T13:10:47Z,rasido tuku
Beli a56 september tahun kemaren. Sekarang baru tau hp gw bisa nyelam,0,2026-04-11T13:04:54Z,beli a56 september tahun kemaren sekarang baru tau hp gw nyelam
"A57 atau poco x8 pro, saran dong",0,2026-04-11T12:59:43Z,a57 poco x8 pro saran dong
BANG COBA RAKIT PC KERJA LAGI DI TAHUN 2026,0,2026-04-11T12:59:38Z,bang coba rakit pc kerja tahun 2026
A55 j blm kebeli udah keluar j A57😭,0,2026-04-11T12:52:10Z,a55 j blm kebeli udah keluar j a57
Ga ada niatan coba riview iem wired kah ?😅 Moga diliat komen aing,0,2026-04-11T12:47:18Z,ga niatan coba riview iem wired moga diliat komen aing
"Saya masih pake a52, masih enak banget, apalagi pake a57😅",0,2026-04-11T12:30:31Z,pake a52 enak banget pake a57
dulu pakai a54 kameranya sangat wahh.. tapi lama2 makin biasa apa karna di nerf saat update?🤣 apakah hnya permainan update saja😅,0,2026-04-11T12:28:10Z,dulu pakai a54 kameranya sangat wahh lama2 makin biasa apa karna nerf update hnya permainan update
Tobat pakai samsung dengan layar Super AMOLED. Penyakit Green Lines nya ndak bisa sembuh-sembuh. 😆😂🤣,1,2026-04-11T12:19:08Z,tobat pakai samsung layar super amoled penyakit green lines nya ndak sembuhsembuh
kamera  depam gede  amat... 😂,0,2026-04-11T12:18:28Z,kamera depam gede
Setia dengan a55,0,2026-04-11T12:16:46Z,setia a55
"tapi sekarang a57 8 jt an anjay, keknya banyak yg nunggu turun atau milih a56",0,2026-04-11T12:15:53Z,sekarang a57 8 jt an anjay keknya banyak yg nunggu turun milih a56
"Jujur aja, dr seri galaxy a5 series, si A57 ini aku ngga terlalu tertarik bahkan buat liat ulang riviewnya... Hmm, samsung?? Apa km mau membunuh A5 series kecintaan kami??",0,2026-04-11T12:15:31Z,jujur aja dr seri galaxy a5 series si a57 aku ngga terlalu tertarik bahkan buat liat ulang riviewnya hmm samsung apa km mau membunuh a5 series kecintaan
Kualitas midrange harga flagship,0,2026-04-11T12:14:54Z,kualitas midrange harga flagship
Nonton pake series A 100,0,2026-04-11T12:12:17Z,nonton pake series a 100
Gue yg Masih BERTAHAN di Samsung A51...😂😂😂🎉,0,2026-04-11T12:11:13Z,gue yg bertahan samsung a51
"Ibarat L300, selama masih laku ngapain harus berubah/upgrade 😂",0,2026-04-11T12:09:36Z,ibarat l300 selama laku ngapain berubahupgrade
Apalah daya saya pake samsung a04,0,2026-04-11T12:09:02Z,apalah daya pake samsung a04
samsung galaxy s26 base model worth kah?,0,2026-04-11T11:51:40Z,samsung galaxy s26 base model worth
Saya msh pakai A50,0,2026-04-11T11:48:15Z,msh pakai a50
"Baru beli beberapa minggu lalu A56 harga diskon 5,2 juta sekarang udah naik lagi 6,6. A57 udah 7,7.",0,2026-04-11T11:47:50Z,baru beli beberapa minggu lalu a56 harga diskon 52 juta sekarang udah naik 66 a57 udah 77
"jelek banget kameranya. kl videonya lumayan, tapi tetep dengan harga yg segitu ga worth 😌",0,2026-04-11T11:46:20Z,jelek banget kameranya kl videonya lumayan tetep harga yg segitu ga worth
Bang Infinix note 60 ultra,0,2026-04-11T11:44:51Z,bang infinix note 60 ultra
Infinix note 60 ultra bang David reviem,0,2026-04-11T11:43:39Z,infinix note 60 ultra bang david reviem
"nonton ini pake galaxy s9+ yg kadang layarnya warna pink 😁 kadang engga 
plus ada garis benang di tengah lcd nya 😁 dan ga lupa speaker nya udah sember 🤧",0,2026-04-11T11:34:13Z,nonton pake galaxy s9 yg kadang layarnya warna pink kadang engga plus garis benang tengah lcd nya ga lupa speaker nya udah sember
"BG DAVID SARAN, GOOGLE NGELUARIN APK YG BISA JALANIN AI SECARA OFFLINE NAMANYA, EDGE GALLERY, NAH ITU APK ITU JUGA BISA BUAT TEST SEBERAPA KUAT PROSESOR YG DI PAKE, TERUTAMA GPU DAN RAM CMWII.",0,2026-04-11T11:33:40Z,bg david saran google ngeluarin apk yg jalanin ai offline namanya edge gallery nah apk buat test seberapa kuat prosesor yg pake terutama gpu ram cmwii
Still with my a52😅,0,2026-04-11T11:33:29Z,still with my a52
Apa kabar gua yg pkek hp realme udh 8 tahun mnus pecah tc,0,2026-04-11T11:32:39Z,apa kabar gua yg pkek hp realme udh 8 tahun mnus pecah tc
"A50s masih awet,, tadinya mau beli seri 57 tapi gak deh, nuggu lain atau be;i yg a56",0,2026-04-11T11:31:49Z,a50s awet tadinya mau beli seri 57 gak deh nuggu bei yg a56
